Unnamed: 0,descricao,a,b,c,d,e,src
36," Analise a afirmação: “Todo jogador de futebol é atleta"". Qual seria a negação desta afirmação: ",Não há atletas jogadores de futebol.,Todo jogador de futebol é atleta.,Todo atleta é jogador de futebol.,Algum jogador de futebol não é atleta.,"Toda pessoa que não é atleta, é jogador de futebol.",/questoes-de-concursos/questoes/ffc1a05b-48
37," A seguinte afirmação “Se Luiz é piloto, então Marcos é mecânico"" é logicamente o mesmo que dizer: ","Se Luiz é piloto, então Marcos não é mecânico.","Se Marcos não é mecânico, então Luiz é piloto.","Se Luiz não é piloto, então Marcos não é mecânico.","Se Marcos não é mecânico, então Luiz não é piloto.","Se Marcos não  é piloto, então Luiz não é mecânico.",/questoes-de-concursos/questoes/ffbae5e4-48
38," A expressão “Mauricio é arquiteto ou Antônia não é professora"" é logicamente equivalente a: ","Se Antônia é professora, então Mauricio não é arquiteto.",Mauricio não é arquiteto e Antônia é professora.,Mauricio é arquiteto e Antônia não é professora.,"Se Mauricio é arquiteto, então Antônia não é professora. ","Se Mauricio não é arquiteto, então Antônia não é professora.",/questoes-de-concursos/questoes/ffb53597-48
39," Considere a afirmativa:Se André tirou uma ótima nota na prova preambular, então ele fará a prova de aptidão psicológica. Contém uma equivalente da afirmativa apresentada a alternativa: ","Se André fará a prova de aptidão psicológica, então ele tirou uma ótima nota na prova preambular.",André tirou uma ótima nota na prova preambular e fará a prova de aptidão psicológica.,"Se André não tirou uma ótima nota na prova preambular, então ele não fará a prova de aptidão psicológica.","André fará a prova de aptidão psicológica se, e somente se, ele não tirou uma ótima nota na prova preambular.","Se André não fará a prova de aptidão psicológica, então ele não tirou uma ótima nota na prova preambular.",/questoes-de-concursos/questoes/4becea5e-41
40, Considere a afirmação seguinte:O local do crime não foi violado e o exame pericial foi realizado. Uma negação lógica para essa afirmação está contida na alternativa: ,O local do crime não foi violado ou o exame pericial foi realizado.,O local do crime foi violado e o exame pericial não foi realizado.,"O local do crime foi violado, mas o exame pericial foi realizado.",O local do crime foi violado ou o exame pericial não foi realizado.,"O local do crime não foi violado, mas o exame pericial não foi realizado.",/questoes-de-concursos/questoes/4bdd4edb-41
41,none,none,none,none,none,none,/questoes-de-concursos/questoes/004e73d7-41
42,none,none,none,none,none,none,/questoes-de-concursos/questoes/003f0c40-41
43,"                                             Todo dia ela faz                                         Tudo sempre igual                                                Me sacode                                      Às seis horas da manhã                                    Me sorri um sorriso pontual                                         E me beija com a boca                                                  De hortelã...                                                  ....................                                        (Cotidiano – Chico Buarque) A negação de “Ela diz que está me esperando para o jantar e me beija com a boca de café"" é do ponto de vista lógico equivalente a ",Ela não diz que está me esperando para o jantar e não me beija com a boca de café.,Ela diz que está me esperando para o jantar ou me beija com a boca de café.,"Se ela diz que está me esperando para o jantar, então me beija com a boca de café.","Se ela não diz que está me esperando para o jantar, então não me beija com a boca de café.",Ela não diz que está me esperando para o jantar ou não me beija com a boca de café.,/questoes-de-concursos/questoes/6871e441-3c
44,  Todo dia ela faz  Tudo sempre igual  Me sacode  Às seis horas da manhã  Me sorri um sorriso pontual  E me beija com a boca  De hortelã... ....................  (Cotidiano – Chico Buarque)A negação da sentença “Todo dia ela faz tudo sempre igual” é do ponto de vista lógico equivalente a , Ela nunca faz tudo sempre igual.,Todo dia ela faz tudo sempre diferente.,Alguns dias ela não faz tudo sempre igual.,Em nenhum dia ela faz tudo sempre igual.,Alguns dias ela faz tudo sempre igual.,/questoes-de-concursos/questoes/686db217-3c
45,error, Algumas questões das provas são difíceis.,Existem questões difíceis,Nenhuma questão da prova é difícil,Algumas questões da prova não são difíceis.,Nenhuma questão da prova é difícil.,/questoes-de-concursos/questoes/97f95c1c-3c
46,"                                              Todo dia ela faz                                           Tudo sempre igual                                                 Me sacode                                       Às seis horas da manhã                                    Me sorri um sorriso pontual                                         E me beija com a boca                                                    De hortelã...                                                    ....................                                     (Cotidiano – Chico Buarque)  A negação de “Ela diz que está me esperando para o jantar e me beija com a boca de café"" é do ponto de vista lógico equivalente a ",Ela não diz que está me esperando para o jantar e não me beija com a boca de café.,Ela diz que está me esperando para o jantar ou me beija com a boca de café.,"Se ela diz que está me esperando para o jantar, então me beija com a boca de café.","Se ela não diz que está me esperando para o jantar, então não me beija com a boca de café.",Ela não diz que está me esperando para o jantar ou não me beija com a boca de café.,/questoes-de-concursos/questoes/7f77ca9e-3c
47,  Todo dia ela faz  Tudo sempre igual  Me sacode  Às seis horas da manhã  Me sorri um sorriso pontual  E me beija com a boca  De hortelã... ....................  (Cotidiano – Chico Buarque) A negação da sentença “Todo dia ela faz tudo sempre igual” é do ponto de vista lógico equivalente a ,Ela nunca faz tudo sempre igual.,Todo dia ela faz tudo sempre diferente.,Alguns dias ela não faz tudo sempre igual.,Em nenhum dia ela faz tudo sempre igual.,Alguns dias ela faz tudo sempre igual.,/questoes-de-concursos/questoes/7f72e530-3c
48," – Dizem, na minha família, que eu cantei antes de falar. E havia uma cançãozinha que eu repetia e que tinha um leve tema de sons. Fui criado no mundo da música, minha mãe e minha avó tocavam piano, eu me lembro de como me machucavam aquelas valsas antigas. – Meu pai também tocava violão, cresci ouvindo música. Depois a poesia fez o resto. (Entrevista de Vinicius de Moraes a Clarice Lispector).  A negação da sentença “minha mãe e minha avó tocavam piano"" é, do ponto de vista lógico, equivalente a  ","Nem minha mãe, nem minha avó tocam piano.",Minha mãe ou minha avó tocavam piano., Minha mãe tocava piano e minha avó tocava piano. , Minha mãe tocava piano ou minha avó não tocava piano. , Minha mãe não tocava piano ou minha avó não tocava piano. ,/questoes-de-concursos/questoes/6d356a4f-3c
49, Todo dia ela faz Tudo sempre igual Me sacode Às seis horas da manhã Me sorri um sorriso pontual E me beija com a boca De hortelã... .................... (Cotidiano – Chico Buarque)  A negação de “Ela diz que está me esperando para o jantar e me beija com a boca de café” é do ponto de vista lógico equivalente a ,Ela não diz que está me esperando para o jantar e não me beija com a boca de café.,Ela diz que está me esperando para o jantar ou me beija com a boca de café.,"Se ela diz que está me esperando para o jantar, então me beija com a boca de café.","Se ela não diz que está me esperando para o jantar, então não me beija com a boca de café.",Ela não diz que está me esperando para o jantar ou não me beija com a boca de café.,/questoes-de-concursos/questoes/dabd719d-3c
50, Todo dia ela faz Tudo sempre igual Me sacode Às seis horas da manhã Me sorri um sorriso pontual E me beija com a boca De hortelã... .................... (Cotidiano – Chico Buarque) A negação da sentença “Todo dia ela faz tudo sempre igual” é do ponto de vista lógico equivalente a ,Ela nunca faz tudo sempre igual.,Todo dia ela faz tudo sempre diferente.,Alguns dias ela não faz tudo sempre igual., Em nenhum dia ela faz tudo sempre igual.,Alguns dias ela faz tudo sempre igual.,/questoes-de-concursos/questoes/dab863d5-3c
51, A proposição p → q é equivalente a  ,∼p → ∼q.,∼p V q.,∼q Λ	p.,q → p.,∼p → q.,/questoes-de-concursos/questoes/3a94503d-2e
52," Considere as proposições: p = “Ana gosta de frutas"" e q = “A lâmpada está acesa"". Assim, a proposição ~ ( p ∨ q) é equivalente a  ",Ana não gosta de frutas e a lâmpada está acesa.,"Ana gosta de frutas, mas a lâmpada não está acesa.",Ana gosta de frutas e a lâmpada não está acesa.,Ana não gosta de frutas ou a lâmpada está acesa.,Ana não gosta de frutas e a lâmpada não está acesa.,/questoes-de-concursos/questoes/1b686a76-2c
53, A negação da proposição “Todo rato raspa o rabo” é ,“nenhum rato raspa o rabo”,"“se tem rabo raspado, então é rato”.",“algum rato não raspa o rabo”.,"“se não raspa o rabo, então não é rato”.",“todo rato tem rabo”.,/questoes-de-concursos/questoes/f6d57efa-2c
54," João é A. Se todo A é B e todo B é C, então ", nenhum A é C.,algum C é A.,nenhum C é A.,todo B é A.,todo C é B.,/questoes-de-concursos/questoes/f6c18c3a-2c
55, A proposição  p → q é equivalente a ,~ p → ~ q,~ p ∨ q.,~ q ∧ p.,q → p.,~ p → q.,/questoes-de-concursos/questoes/de2a232d-2c
56, Assinale a alternativa que representa a negação da proposição “ Todo homem joga futebol”. ,“Toda mulher joga futebol”.,“Nenhum homem joga futebol”.,“Algum homem não joga futebol”.,“Todo homem joga vôlei”.,“Nem toda mulher joga futebol”.,/questoes-de-concursos/questoes/de1f1053-2c
57, Um casal está no supermercado fazendo compras do mês e o marido diz para a esposa: “Vamos comprar macarrão ou arroz integral”. A esposa negando a afirmação diz: ,"Se vamos comprar macarrão, então não vamos comprar arroz integral.",Não vamos comprar macarrão ou não vamos comprar arroz integral.,"Se não vamos comprar macarrão, então não vamos comprar arroz integral.", Não vamos comprar macarrão e não vamos comprar arroz integral.,"Se não vamos comprar macarrão, então vamos comprar arroz integral.",/questoes-de-concursos/questoes/12669b1e-25
58," A afirmação que é logicamente equivalente à afirmação: ""Se faço karatê, então sei me defender” é ","Se não faço karatê, então não sei me defender.","Se sei me defender, então faço karatê.","Se não sei me defender, então não faço karatê.","Se não sei me defender, então faço karatê.","Se faço karatê, então não sei me defender.",/questoes-de-concursos/questoes/1260c735-25
59," Dois amigos estavam conversando sobre exercícios físicos quando um deles disse: “Se você fizer esteira, então você emagrecerá e melhorará o condicionamento físico”. O outro amigo, para negar a afirmação, deverá dizer: ",Faça esteira e você não emagrecerá e não melhorará o condicionamento físico.,Faça esteira e você não emagrecerá ou não melhorará o condicionamento físico.,"Se você fizer esteira e não emagrecer, então não vai melhorar o condicionamento físico.",Faça esteira e você emagrecerá e não melhorará o condicionamento físico.,"Se você fizer esteira e emagrecer, então não melhorará o condicionamento físico.",/questoes-de-concursos/questoes/12518409-25
60,none,none,none,none,none,none,/questoes-de-concursos/questoes/cd80d027-24
61," A frase “Se a Terra é um planeta, então não emite luz” é equivalente a frase: ",A Terra é um planeta e não emite luz.,A Terra não é um planeta ou não emite luz.,A Terra é um planeta ou não emite luz.,A Terra não é um planeta e não emite luz.,A Terra é um planeta ou emite luz.,/questoes-de-concursos/questoes/dc70924b-1c
62,none,none,none,none,none,none,/questoes-de-concursos/questoes/cb93c0da-1c
63, Assinale a alternativa que apresenta a negação da sentença abaixo.  Todos os funcionários são dedicados.  ,Todos os funcionários não são dedicados. ,Existe funcionário que não é dedicado. ,Nenhum funcionário é dedicado. ,Nenhum funcionário não é dedicado. ,Algum funcionário é dedicado. ,/questoes-de-concursos/questoes/e1f52fdb-17
